type,topic,source,title,body,tag,payload
fact,Interview Prep,llm,"Deduplication in one line","Dropping an array into a set removes duplicates in O(n). Comparing the set's size to the original length is the instant has-duplicates check. Sorting also dedupes adjacent values but costs O(n log n).","Hashing",
fact,Interview Prep,llm,"Set operations","Intersection, union, and difference of two collections are all O(n + m) with hash sets: build a set from one side and probe with the other. This beats the nested-loop O(n times m) comparison every time.","Hashing",
fact,Interview Prep,llm,"Seen sets in traversal","A visited set is the guard rail of graph and grid traversal — without it, cycles loop forever. The same seen-set instinct detects duplicates in streams and cycles in linked structures like the happy number problem.","Hashing",
quiz,Interview Prep,llm,"Quiz: Fast intersection","What is the time complexity of intersecting two arrays of sizes n and m using a hash set?","Hashing","{""options"": [""O(n times m)"", ""O(n + m)"", ""O(n log m)"", ""O(1)""], ""correct"": ""O(n + m)"", ""explain"": ""Build a set from one array in O(n), then probe each of the m elements in O(1) average — linear total, versus quadratic for nested loops.""}"
fact,Interview Prep,llm,"Rolling hash idea","A rolling hash treats a string window as a number in some base: slide the window and update the hash in O(1) by removing the outgoing character's term and adding the incoming one. It turns substring comparison into number comparison.","Hashing",
fact,Interview Prep,llm,"Where rolling hashes shine","Rolling hashes power Rabin-Karp matching, detecting repeated substrings of fixed length like repeated DNA sequences, and comparing many same-length windows cheaply. Store window hashes in a set and duplicates surface in O(n).","Hashing",
fact,Interview Prep,llm,"Collisions and verification","Different strings can share a hash, so a rolling-hash match is a candidate, not a proof. Verify by direct comparison, or use a large prime modulus — or two independent hashes — to make false positives vanishingly rare. Mention this caveat unprompted.","Hashing",
quiz,Interview Prep,llm,"Quiz: Repeated substrings","You must find all repeated 10-character substrings in a long string. Which technique gives O(n) average time?","Hashing","{""options"": [""Compare all pairs of windows"", ""Rolling hash with a seen set"", ""Sort all substrings"", ""Dynamic programming""], ""correct"": ""Rolling hash with a seen set"", ""explain"": ""Slide a 10-character window, update its hash in O(1), and record hashes in a set — any hash seen twice marks a repeat. Pairwise comparison is quadratic.""}"
fact,Interview Prep,llm,"Singly vs doubly vs circular","A singly linked list has next pointers only; doubly linked nodes also point back, buying O(1) deletion when you hold the node; circular lists loop the tail back to the head. Doubly linked plus a hash map is the backbone of an LRU cache.","Linked Lists",
fact,Interview Prep,llm,"Why linked lists exist","Linked lists trade the array's O(1) indexing for O(1) insertion and deletion at a known position — no shifting. Access by position is O(n) because you must walk. If a problem needs both fast index and fast splice, you likely need a hybrid.","Linked Lists",
fact,Interview Prep,llm,"The null-check discipline","Most linked list bugs are null dereferences: advancing past the tail, or assuming a next exists. Before writing node.next.next, ask what happens on an empty list, a single node, and exactly two nodes — those three cases catch nearly everything.","Linked Lists",
quiz,Interview Prep,llm,"Quiz: Deleting a known node","You hold a direct reference to a node in a doubly linked list. What does deleting it cost?","Linked Lists","{""options"": [""O(1)"", ""O(log n)"", ""O(n)"", ""O(n log n)""], ""correct"": ""O(1)"", ""explain"": ""Rewire node.prev.next and node.next.prev and it is gone — no traversal needed. In a singly linked list you would need the predecessor, which costs O(n) to find.""}"
fact,Interview Prep,llm,"Dummy head nodes","A dummy or sentinel node placed before the real head means the head is no longer a special case: insertions and deletions at the front use the same code as anywhere else. Return dummy.next at the end and the edge cases evaporate.","Linked Lists",
fact,Interview Prep,llm,"When to reach for a dummy","Any problem that might modify or remove the head — remove elements, merge lists, partition list — is a dummy node problem. Interviewers read the instinct to start with dummy = Node(0); dummy.next = head as a sign of experience.","Linked Lists",
fact,Interview Prep,llm,"Sentinels beyond lists","The sentinel idea generalizes: a phantom element that absorbs boundary logic. Dummy heads and tails in an LRU cache's internal list mean insert-at-front and evict-from-back never touch a null — the same trick, twice in one structure.","Linked Lists",
quiz,Interview Prep,llm,"Quiz: Dummy node purpose","What problem does a dummy head node primarily solve?","Linked Lists","{""options"": [""It makes traversal faster"", ""It removes special-case handling for the head"", ""It reduces memory usage"", ""It enables O(1) indexing""], ""correct"": ""It removes special-case handling for the head"", ""explain"": ""With a sentinel before the head, deleting or inserting at position zero uses the same pointer surgery as any other position, and you return dummy.next.""}"
fact,Interview Prep,llm,"Pointer surgery order","Insertion between a and b: set newNode.next to b first, then a.next to newNode. Do it in the wrong order and you lose the rest of the list. The rule: connect the new node outward before breaking any existing link.","Linked Lists",
fact,Interview Prep,llm,"Deletion means bypassing","Deleting a node from a singly linked list means making its predecessor skip it: prev.next = curr.next. You always need a handle on the node before the one you remove — which is exactly why deletion loops track prev and curr together.","Linked Lists",
fact,Interview Prep,llm,"Splicing sublists","To splice a sublist out or in, capture the boundary nodes before disconnecting anything: the node before the segment and the node after it. Reversal of a middle section, k-group operations, and reordering all reduce to careful boundary capture.","Linked Lists",
quiz,Interview Prep,llm,"Quiz: Safe insertion order","Inserting newNode between nodes a and b, which pointer do you set first?","Linked Lists","{""options"": [""a.next = newNode"", ""newNode.next = b"", ""b.next = newNode"", ""Order never matters""], ""correct"": ""newNode.next = b"", ""explain"": ""Wire the new node to the rest of the list before redirecting a.next. Reversing the order in a singly linked list drops your only reference to b and everything after it.""}"
fact,Interview Prep,llm,"Iterative reversal","Reverse a list with three pointers: prev, curr, next. Save next, point curr.next at prev, advance both. When curr hits null, prev is the new head. O(n) time, O(1) space — this must be muscle memory for a Google loop.","Linked Lists",
fact,Interview Prep,llm,"Recursive reversal","Recursive reversal unwinds from the tail: reverse the rest, then set head.next.next = head and head.next = null. Elegant, but it costs O(n) stack space — say that trade-off out loud when you choose it.","Linked Lists",
fact,Interview Prep,llm,"Partial and k-group reversal","Reversing positions m to n, or every k nodes, is full reversal plus boundary splicing: locate the node before the segment, reverse the segment, reconnect both ends. K-group adds a count-ahead check so a short final group stays untouched.","Linked Lists",
quiz,Interview Prep,llm,"Quiz: Reversal space","What is the auxiliary space of iterative linked list reversal versus recursive?","Linked Lists","{""options"": [""Both O(1)"", ""O(1) iterative, O(n) recursive"", ""O(n) iterative, O(1) recursive"", ""Both O(n)""], ""correct"": ""O(1) iterative, O(n) recursive"", ""explain"": ""Iterative reversal only juggles three pointers. The recursive version holds one stack frame per node, so its call stack is O(n).""}"
fact,Interview Prep,llm,"Floyd's cycle detection","Run a slow pointer one step at a time and a fast pointer two steps. If the list has a cycle, they must meet inside it; if fast hits null, the list is clean. O(n) time, O(1) space — no visited set needed.","Linked Lists",
fact,Interview Prep,llm,"Finding the cycle entrance","After slow and fast meet inside the cycle, reset one pointer to the head and advance both one step at a time — they meet exactly at the cycle's entry node. That is the linked list cycle II result, and it also solves find-the-duplicate-number.","Linked Lists",
fact,Interview Prep,llm,"Middle of the list","Fast and slow pointers find the middle in one pass: when fast reaches the end, slow is halfway. This seeds palindrome checking, list splitting for merge sort, and reorder-list — all of which start with find the middle, then act.","Linked Lists",
